,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,label
0,0,-700.7818461232797,66.23749539528646,13.51985748464922,18.152906919006387,9.619184620584916,5.075990217638989,1.3850090487944613,-11.893296280333296,-4.78206077592295,0.02276232093330813,-1.5606431328066228,-3.5804094162055025,-1.7795380982868063,1.4060621390833947,-0.4781302752884108,-1.2297000294777127,-0.5778803407445312,3.6809951482846057,-1.059875785428977,3.6611032098120266,-1.1972668004793998,2.887598650567382,-3.0353509758158537,6.467975714021162,-1.1030130105442006,2.4520947053672777,-1.0973227214662125,2.268805105395648,2.3774731244502227,8.125109890901534,5.420382500717973,11.254463065763524,8.834669152743341,10.585055508415644,4.203912610988119,4.775576061702727,1.0173861279306935,2.0255531383439527,1.3004788691050415,4.113729516120823,3
1,2,-607.8294971603816,61.56022225873226,-12.277246238445716,22.70975825620653,4.068630473437649,-4.800280737494785,-0.7577542509916655,-8.42757802502817,-1.3993122344394826,-1.9966618325265677,-1.6648913193133337,-4.814355725056923,-1.9493503112599744,0.0466960474476188,-1.6430257465140976,-3.651780813204745,-3.8356721458291183,1.8828978899320796,-2.61958503282492,1.5975298138228555,-1.1188912376019569,0.7999801582826505,-0.7120205680111403,4.035597799610079,-1.3410579411575243,1.4476707775866562,-1.467163640157381,2.8820200066753783,0.5399994578180415,3.0622714085348504,-0.0826524174842858,3.69991053630184,3.3408675821907705,5.754082464636285,3.6177545433320284,3.465803773484444,0.9498875863191086,3.8698221425079735,6.0209059249593455,8.699158738841811,2
2,5,-599.0585534082153,58.840267387866646,-10.85063238868141,15.321480142449177,8.06003842591181,-5.830975967603442,-5.189122273212668,-12.531261128983655,-2.4063339708969718,-4.4465637812412595,-3.8814479177986807,-2.950008318616172,-3.3992382750991905,1.1697617296954883,-2.4730539847784687,-3.332248588442527,-3.369550254492019,2.103336272578443,-2.130034221885478,3.076526020098075,-0.99621976632194,-0.10422164039212306,-2.478680393085821,1.6792572635946124,-2.4083860088189484,0.4652725361074703,0.15591126241317665,5.964767591916806,3.830764364819416,6.235806224433162,-0.2536115554488173,4.115307292524819,3.7860063216090056,7.85259032317593,5.570148059793736,4.407126668695557,1.9070245281913625,3.908451553474439,4.803701393164364,6.248812031501722,2
3,6,-692.6858591553752,74.30187269935973,10.592543311619764,23.11360415396154,9.15030218264225,3.9705837676624816,3.0758883679232425,-10.59984442006698,-2.6840412283532933,-2.586877960790648,-0.22598890081149914,-6.936759894669063,0.5838668443943156,0.2812291678822626,-3.2682924201210146,-0.012519875040180928,-2.2440544185968263,3.498549865175169,-0.19225261637148106,3.0213178602741566,-2.0794387855916234,1.1906059686362265,-2.3092506877918777,4.953249930339363,-2.9172700943446594,1.4392887538039378,-2.0303306705601702,1.0862388652322446,-0.3073529176133371,6.496992331219922,4.127272970959817,10.190907855709355,8.236703945326378,13.516806135810373,8.433549160202187,9.189398295824931,3.5717524640160225,5.696457483430184,2.93394871600359,3.663213140648233,1
4,7,-502.0166685117417,57.68733579917652,-25.83410312223163,10.360865616626707,1.5606147585401982,-12.895950240417838,-1.1463765871260316,-12.73754977505137,-3.005891031252791,-5.559139256473966,-9.071113354524783,-5.411404699572411,-4.445598080036839,1.0027502899782934,-4.121119231734951,-3.917578746573556,-3.8786340079675794,1.564687451251829,-2.2611822399520483,4.932278403134768,3.4526688939089563,5.922229260007284,7.766893670697818,13.886364341500375,5.177715382930746,5.788039697814696,1.927890865024369,6.496811335559506,6.250825175699919,7.313318789371658,1.5991664462816622,2.7116135503370886,3.7979895065600187,9.810206668948712,7.1844570561200785,6.00388651600522,2.5570028902554034,3.7219514118819537,3.937775894799404,6.073849931605356,2
8,11,-617.4770929001361,68.30185808060085,-3.297782333121964,16.497089424186715,7.765328742510518,-7.33751792783749,-3.598331776766051,-20.04681912672391,-9.166862011936097,1.13157533972915,-8.234331980178508,-5.512383277086709,-2.462954441713514,-1.05272456710885,-1.6408346390202764,-2.5481085984378633,-4.755942686428723,4.70440625205558,1.6484578469666238,6.120598936240767,5.3988405410548035,6.061024214560508,5.0577672838460455,12.377148874375694,8.830848373375886,9.923792036999725,4.51025533570859,9.02224203319295,6.301762616749946,6.007459635173359,2.7685539333741698,2.148141837794918,-0.5722113516927912,2.709186296812563,0.7234851784103365,2.4066392712323514,-0.4070239892598564,0.4422466266570495,-2.2738390082017252,-0.9005494233312604,3
9,13,-601.1230664891202,74.4847762103897,-4.495154166908597,15.143466012761245,6.937403502518335,-2.290912106994,-5.031670725449064,-25.9832575611311,-10.006461286500011,7.047311823108273,-10.464517570167752,-5.959698565729298,-2.3750057178520803,2.2173471415338133,-0.2775142642391044,-1.9873480042426257,-6.750253272640532,5.897995088562036,0.7157151424632345,5.413689458869836,5.531186105816653,6.757504849609307,4.61976046285995,12.545793619528395,8.240789401608053,11.793177960600355,4.377869750976489,8.080715432985466,5.093885327928395,3.949913177983957,2.0344759506733228,3.2807466254268487,2.1251590286107205,3.7689924527426246,1.2332393331344895,1.4374618424278214,1.1738519595011114,0.7652634387588777,-2.7353132272878917,0.9434687889339458,3
11,15,-495.98435788368704,59.6257867755516,-29.483116695566913,18.7555161725528,1.267966325256514,-10.25426969744446,1.5157925336492029,-8.54332469805361,-2.519919136587629,-4.081347794921188,-8.340675094348995,-4.2072660567976765,-4.640392057877128,2.2082367307184017,-3.0369750825531785,-4.186299668489627,-2.796142094501834,0.3601231758705874,-1.7724886838459244,3.82626788664294,1.7232441157274685,2.7614077490249724,2.7626772294200928,9.83958621997954,4.205287887904864,5.854015542781718,3.1361445140876834,7.460078604120753,2.5133701509357853,6.86877920039291,3.346372380133,7.593496070648496,6.228915624365816,8.34416611392394,5.3183402610724135,4.995098332830884,3.846933097054911,6.362482234461969,5.938195677728327,8.142767552219482,2
14,21,-692.8701943093457,73.92050611229857,11.487364082151947,22.71398779058016,5.060623406887406,5.790984490187318,1.0278251640618463,-7.481194680247087,-2.852086349911457,-1.2729177926444015,-0.8078946637275949,-7.9304415297636375,-0.3235060540442036,0.7557074176389492,-2.555541421335094,-0.6568433284008671,-3.307419972368663,3.0960982167156055,0.3909113577836789,4.115714519935971,-1.0816153117047191,0.3822442979670531,-2.75635023130733,3.4549947771816814,-3.391811893873449,2.123247086094919,-0.6152514234832851,2.4202334865620267,1.8948143143918688,4.321069827839363,1.6499855779782362,6.061008227838613,5.967644488749357,9.225449052518856,9.305753672829939,10.193724937103617,5.316357615317325,4.708133928021084,2.606031860925312,4.590241987220644,1
15,22,-673.8585410633368,79.49407883497494,8.89841075591182,21.502504181200614,6.260555876012907,0.8938236054809844,3.52873143206468,-10.448305177628928,-3.0619275327973385,-3.1945020785647817,-0.13997155439035353,-7.132513941849504,-1.196160486480914,-2.1427010176835566,-1.658434119150897,-1.7810101310489197,-3.741951993164895,2.1416097935055087,-0.4229043611071665,3.4841046198880794,-0.6208368407073968,1.7957340975350595,-2.3373359988745857,3.3836902217144815,-3.703696912268119,2.9106695516934638,-0.4771406360656917,2.912040906606331,1.40973848098673,4.3627115008686586,-1.1003434204164202,2.7713474126807607,1.2001861602008093,7.249432251810418,8.200402651859934,10.432078817285108,4.945212211636046,5.867565980894517,2.9658464496697614,5.1586359827013215,1
